"date","temp","temp_lag_1","temp_lag_2","temp_lag_3","temp_lag_4","prec","prec_lag_1","prec_lag_2","prec_lag_3","prec_lag_4","snow","pdsi","pdsi_lag_1","pdsi_lag_2","pdsi_lag_3","pdsi_lag_4","month","year","predflow","flow"
1980-08-01,67.7633333333333,42.14,28.13,47.3233333333333,65.75,3.62,4.68,4.94,3.26,7.01,25,-1.28333333333333,1.92666666666667,1.36666666666667,-0.326666666666667,-0.753333333333333,"8",1980,8.27421587009692,NA
1981-08-01,65.9466666666667,45.7633333333333,34.69,47.96,67.7633333333333,7.41,7.1,0.58,1.94,3.62,11.8,-2.38,-2.63333333333333,-2.02666666666667,-1.53,-1.28333333333333,"8",1981,2.846529194853,NA
1982-08-01,64.74,42.7733333333333,28.3333333333333,49.2966666666667,65.9466666666667,9.04,4.26,1.05,1.25,7.41,7.7,0.89,-2.26,-2.59333333333333,-2.36333333333333,-2.38,"8",1982,4.43124204132994,NA
1983-08-01,65.0866666666667,38.0566666666667,31.5,44.36,64.74,6.88,9.72,0.85,4.5,9.04,67.7,6.12333333333333,3.49666666666667,1.96,2.24666666666667,0.89,"8",1983,23.1791094141067,NA
1984-08-01,64.7733333333333,40.5433333333333,22.53,46.5866666666667,65.0866666666667,7.84,5.77,1.84,3.61,6.88,44.8,5.13666666666667,5.55666666666667,5.4,5.73333333333333,6.12333333333333,"8",1984,10.6259563347763,NA
1985-08-01,65.6933333333333,45,23.25,42.6433333333333,64.7733333333333,12.22,2.51,1.19,2.31,7.84,6.6,-3.16333333333333,-1.48666666666667,-0.243333333333333,3.13,5.13666666666667,"8",1985,3.12537921811939,NA
1986-08-01,66.64,45.5466666666667,31.1633333333333,41.3666666666667,65.6933333333333,5.01,3.83,1.43,3.56,12.22,20.7,-0.263333333333333,-0.903333333333333,1.35,1.07666666666667,-3.16333333333333,"8",1986,5.69938591769791,NA
1987-08-01,65.7833333333333,44.5433333333333,29.7866666666667,45.0233333333333,66.64,5.07,6.36,1.17,4.91,5.01,18.1,-1,0.0533333333333333,1.42,1.26666666666667,-0.263333333333333,"8",1987,8.34225275074559,NA
1988-08-01,68.5866666666667,43.2866666666667,25.16,47.1733333333333,65.7833333333333,5.61,6.27,2.02,2.02,5.07,25.7,-2.29666666666667,-0.0666666666666668,0.73,-0.833333333333333,-1,"8",1988,5.0156855526731,NA
1989-08-01,65.96,45.27,25.4033333333333,47.6733333333333,68.5866666666667,6,2.34,2.06,2.17,5.61,9.3,-4.63,-3.33666666666667,-2.87333333333333,-3.08333333333333,-2.29666666666667,"8",1989,1.93898181374772,NA
1990-08-01,65.17,41.3133333333333,28.1033333333333,47.57,65.96,6.65,8.68,1.73,2.17,6,46.1,0.543333333333333,0.266666666666666,-0.580000000000001,0.0833333333333328,-4.63,"8",1990,13.572137572659,NA
1991-08-01,65.9533333333333,43.2566666666667,27.3233333333333,49.17,65.17,9.44,5.42,0.87,2.87,6.65,14.2,2.53,-0.340000000000001,-0.403333333333334,1.33,0.543333333333333,"8",1991,8.65067645320241,NA
1992-08-01,63.0833333333333,47.38,32.8966666666667,45.22,65.9533333333333,5.88,3.95,1.42,3.18,9.44,16.4,-1.93333333333333,-1.57,-0.373333333333334,0.033333333333333,2.53,"8",1992,3.38979154865429,NA
1993-08-01,63.2,44.21,25.49,46.6766666666667,63.0833333333333,6.17,5.04,1.65,2.16,5.88,18.4,2.75,1.2,0.88,-1.33,-1.93333333333333,"8",1993,10.7244491287813,NA
1994-08-01,67.88,46.2466666666667,29.0633333333333,42.4933333333333,63.2,5.06,4.05,1.84,6.24,6.17,13.3,-2.85666666666667,-1.05333333333333,3.88,4.02333333333333,2.75,"8",1994,2.52831248102004,1.66333333333333
1995-08-01,66.13,40.6733333333333,32.1866666666667,47.7466666666667,67.88,6.55,7.68,1.71,2.27,5.06,20.2,5.06333333333333,1.58,1.22333333333333,-0.336666666666667,-2.85666666666667,"8",1995,25.6444113417197,34.5933333333333
1996-08-01,66.0333333333333,41.9566666666667,27.7733333333333,47.0533333333333,66.13,6.68,5.25,0.75,4.54,6.55,30.7,2.07333333333333,3.33666666666667,4.32666666666667,5.59,5.06333333333333,"8",1996,6.64126771805756,3.66
1997-08-01,65.2966666666667,41.9433333333333,27.1366666666667,45.68,66.0333333333333,10.61,4.59,0.71,3.29,6.68,34.5,1.79666666666667,0.926666666666666,1.55,1.73,2.07333333333333,"8",1997,12.1356089627364,17.3166666666667
1998-08-01,65.2666666666667,42.4066666666667,29.8133333333333,45.5466666666667,65.2966666666667,3.8,4.13,0.95,3.35,10.61,20.3,1.04333333333333,1.36666666666667,1.95333333333333,2.75333333333333,1.79666666666667,"8",1998,12.385534113429,13.87
1999-08-01,65.95,42.1633333333333,30.6533333333333,49.74,65.2666666666667,5.29,7.52,0.94,2.07,3.8,22.8,2.72,1.98333333333333,2.32,2.15666666666667,1.04333333333333,"8",1999,27.6165909114452,38.1833333333333
2000-08-01,68.37,45.98,32.1733333333333,48.4866666666667,65.95,4.97,3.44,1.13,2.63,5.29,18.1,-2.69666666666667,-1.03666666666667,-1.25333333333333,0.4,2.72,"8",2000,1.93337736375474,1.411
2001-08-01,68.6266666666667,43.98,26.5633333333333,43.4233333333333,68.37,5.5,5.29,1.49,3.63,4.97,43.3,-3.31,-1.90666666666667,-1.48333333333333,-2.24333333333333,-2.69666666666667,"8",2001,3.21415812085303,4.57666666666667
2002-08-01,69.2766666666667,41.7,28.5933333333333,49.1966666666667,68.6266666666667,3.37,2.28,0.94,1.81,5.5,15.6,-7.00333333333333,-4.10333333333333,-3.39,-3.04333333333333,-3.31,"8",2002,1.12986885579121,0.739333333333333
2003-08-01,68.0133333333333,45.6233333333333,30.7233333333333,44.21,69.2766666666667,3.95,6.34,0.67,3.29,3.37,33.8,-2.63,-2.87333333333333,-4.61666666666667,-5.34333333333333,-7.00333333333333,"8",2003,1.96189460083091,1.574
2004-08-01,64.2833333333333,47.2966666666667,29.7433333333333,47.05,68.0133333333333,6.02,2.43,1.28,1.93,3.95,11.7,-5.05333333333333,-3.95333333333333,-2.29,-2.63333333333333,-2.63,"8",2004,1.55501898793449,1.17733333333333
2005-08-01,66.6433333333333,43.7866666666667,32.13,47.1666666666667,64.2833333333333,8.53,3.82,0.88,5.25,6.02,22,-2.57,-2.96666666666667,-2.66,-3.14,-5.05333333333333,"8",2005,2.9398915598989,3.17666666666667
2006-08-01,69.2133333333333,44.7433333333333,29.63,49.8166666666667,66.6433333333333,4.21,4.13,0.85,2.45,8.53,25.9,-5.64,-2.80333333333333,-2.37333333333333,-2.6,-2.57,"8",2006,1.5981405143315,1.35833333333333
2007-08-01,68.9933333333333,45.74,26.9233333333333,45.2533333333333,69.2133333333333,5.95,4.29,2.21,1.67,4.21,3.7,-4.60666666666667,-3.27,-3.39333333333333,-4.58333333333333,-5.64,"8",2007,1.66944064445475,1.63333333333333
2008-08-01,66.54,41.6933333333333,25.4666666666667,48.5566666666667,68.9933333333333,8.89,3.78,1.2,2.83,5.95,15.3,-0.59,-1.67666666666667,-2.95333333333333,-3.99666666666667,-4.60666666666667,"8",2008,4.07906019153927,4.69133333333333
2009-08-01,63.6666666666667,43.5066666666667,29.31,47.4533333333333,66.54,6.46,6.4,1.35,2.09,8.89,37.1,1.66666666666667,0.153333333333333,-0.583333333333334,-0.33,-0.59,"8",2009,8.75963388111146,8.23666666666667
2010-08-01,66.5533333333333,42.0233333333333,24.8766666666667,44.5166666666667,63.6666666666667,4.87,8.07,1.45,4.15,6.46,39.4,4.50333333333333,2.54,1.98333333333333,2.17,1.66666666666667,"8",2010,23.1581237233222,24.1266666666667
2011-08-01,67.9233333333333,42.36,27.3733333333333,48.4033333333333,66.5533333333333,9.21,5.63,1.34,1.56,4.87,17.9,3.74666666666667,2.86333333333333,3.07,3.21666666666667,4.50333333333333,"8",2011,9.60941136950473,9.17
2012-08-01,69.8533333333333,49.2733333333333,27.98,46.8733333333333,67.9233333333333,5.41,0.69,1.52,2.99,9.21,0.6,-6.23666666666667,-2.89666666666667,2.50666666666667,2.76666666666667,3.74666666666667,"8",2012,2.32090992991203,2.19333333333333
2013-08-01,68.76,40.9233333333333,26.99,48.44,69.8533333333333,2.94,4.61,1.45,2.45,5.41,48.7,-6.24,-5.15666666666667,-5.95,-6.71666666666667,-6.23666666666667,"8",2013,1.46775520555619,1.162
2014-08-01,65.47,44.04,25.7233333333333,46.9933333333333,68.76,6.7,4.8,2.66,9.25,2.94,31.5,2.64333333333333,2.71666666666667,2.70666666666667,2.49333333333333,-6.24,"8",2014,12.3752874681712,15.0266666666667
2015-08-01,67.0033333333333,44.66,30.9533333333333,48.11,65.47,4.03,8.82,1.43,3.44,6.7,21.5,3.75333333333333,2.25333333333333,2.66333333333333,2.95333333333333,2.64333333333333,"8",2015,29.9590447633696,52.3166666666667
2016-08-01,68.4533333333333,43.56,30.9166666666667,50.4066666666667,67.0033333333333,4.21,7.42,2.05,3.08,4.03,45.9,-0.96,3.70333333333333,2.60333333333333,2.50333333333333,3.75333333333333,"8",2016,17.6852799406493,26.3133333333333
2017-08-01,67.5766666666667,46.0533333333333,29.28,51.8033333333333,68.4533333333333,3.31,7.19,1.87,1.45,4.21,23.6,-1.28,0.933333333333333,0.803333333333333,-1.85,-0.96,"8",2017,7.1669274231007,5.00666666666667
2018-08-01,67.2666666666667,45.57,29.3233333333333,49.1,67.5766666666667,6.69,5.98,1.48,2.65,3.31,13,-1.75333333333333,-1.71333333333333,-1.43333333333333,-1.29,-1.28,"8",2018,3.14693886488719,NA
2019-08-01,67.0333333333333,40.88,28.6866666666667,46.88,67.2666666666667,4.56,9.11,0.93,1.72,6.69,52.2,2.16333333333333,0.876666666666667,-0.32,-0.706666666666667,-1.75333333333333,"8",2019,13.2655887570547,NA
2020-08-01,69.9433333333333,44.0766666666667,29.7133333333333,45.9533333333333,67.0333333333333,3.96,3.17,1.38,3.12,4.56,19.3,-3.24333333333333,-0.833333333333333,0.78,2.09666666666667,2.16333333333333,"8",2020,2.81177410979089,NA
